,marathi_text,label
380,"जर तुम्हाला काही बरे वाटले तर, मी स्वत: ला मूर्ख बनवले.",-1
381,हे एक पाऊल मागे घेण्यासारखे आहे.,-1
382,"लाइटनिंग राउंड आत्ताच थांबवा, ही नॉनस्टॉप चौकशी त्रासदायक आहे.",-1
383,वेडा?,-1
384,तुम्ही निघून जावे.,-1
385,ते फक्त इतके विचित्र आणि गोंधळलेले होते.,-1
386,तुम्ही उद्या कॅरोलमध्ये अडकले आहात.,-1
387,"परंतु निर्माता लोकांच्या मते, तिच्याकडे योग्य देखावा नाही.",-1
388,मी प्रत्यक्षात माझ्याबरोबर बाहेर जाण्यासाठी वेडा असलेल्या कोणालाही मी नाकारतो ... आणि मग मी कुतूहल करतो की तेथे कोणतीही महान स्त्रिया नाहीत.,-1
389,तुम्ही कशाबद्दल बडबड करत आहात?,-1
